rowname	genename	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name.GENENAME	MUT_12DPA_R1	MUT_12DPA_R2	MUT_12DPA_R3	WT_12DPA_R1	WT_12DPA_R2	MUT_14DPA_R1	MUT_14DPA_R2	MUT_14DPA_R3	WT_14DPA_R1	WT_14DPA_R2
ENSMUSG00000019102	Aldh3a1	1233.52622946853	-1.86907848146033	0.378542424632073	-4.93756672921666	7.91033437834058e-07	1.34619816998169e-05	Aldh3a1	6.64	16.8	13.71	1.25	1.89	13.6	12.66	5.41	1.79	2.81
ENSMUSG00000019326	Aoc3	199.951371068287	2.78711576860194	0.629785775817567	4.4254981227288	9.62199936047308e-06	0.000115342163384706	Aoc3	0.16	0.17	0.22	0.47	0.54	0.04	0.21	0.14	0.79	0.55
ENSMUSG00000019429	Ffar3	37.1078213988683	5.03218355876475	1.14432817119229	4.3975003722242	1.09504697071088e-05	0.000127940807953991	Ffar3	0.07	0.07	0.02	0.13	0.65	0.03	0.04	0	0.1	0.96
ENSMUSG00000019467	Arhgef25	353.63187440859	1.81133550109124	0.495280490908713	3.65719129733519	0.000254994077312662	0.00177345420918548	Arhgef25	0.99	1.32	1.05	2.46	3.29	0.49	1.35	0.85	2.67	2.59
ENSMUSG00000019539	Rcn3	1694.45558166188	2.10499714701152	0.499655441327145	4.21289747474858	2.52115519187179e-05	0.000258932096614103	Rcn3	11.31	8.8	15.41	31.7	37.24	2.9	10.51	5.24	19.49	18.94
ENSMUSG00000019775	Rgs17	79.7341256787812	2.52826932316075	0.56031235724084	4.51224980225453	6.41435786518042e-06	8.16737563619364e-05	Rgs17	0.03	0.09	0.03	0.18	0.08	0.06	0.11	0.05	0.15	0.18
ENSMUSG00000019831	Wasf1	125.371935768589	1.9423061448093	0.335531954896512	5.788736710363	7.09177567519234e-09	2.08911343544905e-07	Wasf1	0.36	0.4	0.56	0.78	1.53	0.24	0.24	0.17	0.52	0.82
ENSMUSG00000019846	Lama4	2984.78459201361	1.73625079002743	0.377690401545995	4.59702121875604	4.28573988504071e-06	5.74737988975308e-05	Lama4	3.67	4.04	4.85	8.13	10.46	1.55	3.71	2.53	7.06	6.66
ENSMUSG00000019890	Nts	42.4242262213449	2.83884748621901	0.605110776459956	4.69145088247634	2.71274401597362e-06	3.89545911187111e-05	Nts	0.05	0.01	0.13	0.61	0.42	0.08	0.11	0.14	0.67	0.5
ENSMUSG00000019894	Slc6a15	76.467749428308	2.3076865954006	0.425209249391945	5.42717873306054	5.72517903632937e-08	1.32320804568905e-06	Slc6a15	0.09	0.06	0.16	0.42	0.13	0.07	0.12	0.08	0.4	0.51
ENSMUSG00000019899	Lama2	4467.77119055216	1.52948820347669	0.331200421969816	4.61801405439053	3.87430018959993e-06	5.26679267212908e-05	Lama2	2.38	4.46	2.9	6.53	6.62	2.65	5.22	3.59	9.03	8.94
ENSMUSG00000019932	Kera	27.0717911658952	3.63368621543871	0.721495910956239	5.03632267384964	4.74560325992857e-07	8.60167677638652e-06	Kera	0.04	0.05	0.08	0.1	0.17	0.01	0.02	0.03	0.16	0.27
ENSMUSG00000019990	Pde7b	355.098444427406	1.62712275773408	0.388422792753521	4.18905066358089	2.80123861023858e-05	0.000283480348332493	Pde7b	0.61	0.75	0.84	1.83	1.26	0.35	0.94	0.5	1.39	1.46
ENSMUSG00000020017	Hal	17499.3576197201	-1.9974213717738	0.301691539892315	-6.62074041746996	3.5740411381055e-11	1.70416291864382e-09	Hal	57.82	30.5	50.99	26.42	16.26	106.78	70.65	58.28	16.36	26.24
ENSMUSG00000020037	Rfx4	6.11309978291658	6.42597866312228	1.98568726076338	3.23614840569198	0.00121154377507157	0.00625589985710125	Rfx4	0.01	0	0	0.02	0.09	0	0	0	0.02	0.06
ENSMUSG00000020067	Mypn	45.170568406751	8.3372372644515	1.29756057822612	6.42531640091074	1.3159550963995e-10	5.44133724495606e-09	Mypn	0	0	0	0.21	0.4	0.01	0	0	0.15	0.17
ENSMUSG00000020099	Unc5b	7454.04241398709	2.00994001595992	0.251513648657075	7.9913755245162	1.33441407189584e-15	1.29986666463571e-13	Unc5b	5.9	8	9.36	16.92	31.96	5.92	6.42	5.05	11.86	25.83
ENSMUSG00000020102	Slc16a7	306.642394509426	2.39080178914157	0.45488380430517	5.25585164060413	1.4734103444744e-07	3.10275987394755e-06	Slc16a7	0.96	0.44	1.63	0.7	1.48	0.17	0.3	0.38	0.88	1.56
ENSMUSG00000020154	Ptprb	2723.30984288125	2.03187778066391	0.291515797868853	6.97004346082819	3.1684308978676e-12	1.83607101446503e-10	Ptprb	0.97	1.6	1.81	3.26	4.48	0.81	1.49	1.14	3.6	3.97
ENSMUSG00000020176	Grb10	3707.77419379562	1.88420742101453	0.406722609347322	4.63265964987334	3.60997751661705e-06	4.96270329080913e-05	Grb10	4.45	4.33	5.9	14.1	17.83	1.84	4.94	3.55	9.01	10.68
ENSMUSG00000020183	Cpm	12369.4094589008	2.11050034521727	0.35215643762359	5.99307614382766	2.05908378808444e-09	6.7189944044763e-08	Cpm	14.07	21.93	18.11	62.27	157.51	22.72	13.8	12.74	31.54	74.64
ENSMUSG00000020186	Csrp2	1065.66475822124	1.61820785480617	0.444645686469172	3.63931980911809	0.000273359139229869	0.00187895948601379	Csrp2	16.44	11.92	17.72	47.31	44.73	5.12	14.54	10.74	26.18	22.89
ENSMUSG00000020193	Zpbp	60.6849167675414	-1.60535389149267	0.459505196738083	-3.49365774944154	0.000476451401575101	0.0029333444568474	Zpbp	0.24	0.25	0.21	0.06	0.07	0.19	0.21	0.15	0.05	0.04
ENSMUSG00000020297	Nsg2	51.5707364761986	2.06652132899859	0.548681903559802	3.76633768234595	0.000165659699370709	0.00123907775277342	Nsg2	0.18	0.17	0.22	0.47	0.45	0.09	0.12	0.1	0.18	0.53
ENSMUSG00000020312	Shc2	414.96847675098	2.07817336318445	0.530572350310815	3.91685198440333	8.97127924787396e-05	0.000750644204157199	Shc2	0.77	0.73	1.16	1.79	2.01	0.27	0.97	0.34	1.82	1.77
ENSMUSG00000020340	Cyfip2	2107.6164163683	-1.52535334653139	0.339863154477078	-4.48813978931707	7.18477805293897e-06	8.96150085817479e-05	Cyfip2	2.75	4.22	5.07	1.22	1	6.46	3.27	2.94	0.92	1.4
ENSMUSG00000020357	Flt4	608.223811746022	2.31497082586961	0.260037742234774	8.90244164548831	5.46313998632095e-19	7.54293362633079e-17	Flt4	0.2	0.2	0.33	1.49	2.21	0.45	0.33	0.29	1.4	1.35
ENSMUSG00000020363	Gfpt2	199.021988611619	2.03787101487472	0.297174489596496	6.85748974497019	7.00810538379647e-12	3.85033554615641e-10	Gfpt2	0.47	0.49	0.93	1.26	1.39	0.26	0.36	0.26	0.88	1.02
ENSMUSG00000020407	Upp1	94.0816436083662	2.46045687388223	0.574710721875998	4.28120927664389	1.85880446928095e-05	0.000199463283143586	Upp1	0.67	0.59	1.38	1.52	1.42	0.24	0.68	0.32	1.57	2.22
ENSMUSG00000020435	Osbp2	807.624747330553	3.45493033693218	0.187539762946565	18.4223883119474	8.6883961549169e-76	6.2706524612623e-73	Osbp2	0.6	0.84	1.4	5.16	10.74	0.38	0.41	0.37	2.69	4.15
ENSMUSG00000020467	Efemp1	723.102572421989	-1.75346453204409	0.368275855531849	-4.76128018088999	1.92368756298959e-06	2.85194314894012e-05	Efemp1	5.75	5.82	8.07	0.53	1.28	6.77	4.57	5.99	0.6	2.5
ENSMUSG00000020542	Myocd	53.466546621391	3.49927842612496	0.496016937578239	7.05475591863838	1.72903953867339e-12	1.05998802297514e-10	Myocd	0.02	0.02	0.04	0.14	0.08	0.07	0.02	0.01	0.28	0.21
ENSMUSG00000020546	Stxbp4	202.385322522892	1.61411591156485	0.323071263469229	4.99616058151389	5.84829676322532e-07	1.03307851312213e-05	Stxbp4	0.54	0.6	0.69	0.87	1.05	0.19	0.4	0.27	0.71	1.02
ENSMUSG00000020583	Matn3	143.262315020043	2.62346184003292	0.641271890493398	4.09102890509424	4.29463594891885e-05	0.000409550928510111	Matn3	0.29	0.19	0.15	1.65	1.92	0.06	0.27	0.12	0.79	0.62
ENSMUSG00000020589	Fam49a	1591.79177039811	3.01259070499013	0.257568747447228	11.6962587070365	1.33197503542693e-31	3.30454681445449e-29	Fam49a	1.5	1.34	1.98	7.22	14.9	0.81	0.92	1.09	3.65	7.59
ENSMUSG00000020598	Nrcam	380.860267424389	3.89551453403914	1.00002423865136	3.89542011430907	9.80286682658616e-05	0.000803538455603342	Nrcam	0.15	0.36	0.56	0.8	2.17	0.35	0.23	0.17	0.44	4.88
ENSMUSG00000020599	Rgs9	68.6845239933177	2.25520890609274	0.38836458211089	5.80693763019001	6.3625823944975e-09	1.90613364641191e-07	Rgs9	0.29	0.28	0.26	0.43	0.85	0.12	0.12	0.11	0.4	0.47
ENSMUSG00000020651	Slc26a4	339.394653936511	3.02444321030043	0.25427880321108	11.8942010584728	1.26861209485337e-32	3.30213489214455e-30	Slc26a4	0.45	0.27	0.36	2.43	2.44	0.32	0.22	0.31	1.45	2.17
ENSMUSG00000020658	Efr3b	135.622982729136	1.53760717625809	0.511029648986676	3.00884142301141	0.00262245956550243	0.011659994398164	Efr3b	0.23	0.63	0.32	0.3	0.4	0.17	0.21	0.08	0.34	0.26
ENSMUSG00000020681	Ace	972.491219307747	1.72584270939273	0.223740826890073	7.71357974036925	1.22336859198273e-14	1.06728826942317e-12	Ace	0.97	1.56	2.71	1.71	2.75	1.08	1.26	1.04	2.41	3.18
ENSMUSG00000020704	Asic2	19.1614813054755	2.09575768323568	0.794149610682075	2.63899604689812	0.00831519505138924	0.0293158856074854	Asic2	0.02	0.05	0.06	0.1	0.07	0.01	0.04	0.02	0.08	0.08
ENSMUSG00000020717	Pecam1	2859.32795885584	1.99287667846032	0.24920699066798	7.99687309380276	1.27618652424249e-15	1.25858941813182e-13	Pecam1	3.84	5.34	7.44	11.1	15.79	2.89	4.27	4.51	11.1	13.76
ENSMUSG00000020722	Cacng1	72.0767038762787	3.39402860194979	0.611867263438352	5.54700145727236	2.90610321005552e-08	7.27809255035672e-07	Cacng1	0.32	0.29	0.28	0.61	1.07	0.15	0.16	0.09	0.5	1.88
ENSMUSG00000020723	Cacng4	454.461972561795	1.54297088324416	0.182120782333695	8.47223948564536	2.40719592210788e-17	2.89556491297189e-15	Cacng4	1.12	1.23	1.66	2.28	3.3	1.06	0.72	0.7	1.33	2.02
ENSMUSG00000020734	Grin2c	10.8667842619923	6.27452361487151	2.07019827502841	3.03088051543537	0.00243841721226882	0.0110242564055821	Grin2c	0.01	0	0	0	0.04	0	0	0	0	0.09
ENSMUSG00000020766	Galk1	400.737415429998	1.62355874675382	0.444768674663696	3.65034418842885	0.000261889137205406	0.00180951946063857	Galk1	2.53	2.48	3.71	4.27	4.86	0.87	2.42	1.7	4.08	3.87
ENSMUSG00000020793	Galr2	27.3590400559588	2.40595080022561	0.839360246656119	2.8664102330442	0.00415155879825892	0.0168460134420535	Galr2	0.03	0.04	0.08	0.22	0.15	0.04	0.1	0.02	0.23	0.23
ENSMUSG00000020805	Slc13a5	456.693751480226	3.22671297617693	1.19232067729975	2.70624592662812	0.00680486315981788	0.0250457608999157	Slc13a5	1.02	0.3	0.68	2.68	3.82	0.11	0.73	0.11	2.72	2.89
ENSMUSG00000020811	Wscd1	100.644582925824	1.97673319570753	0.388268493414398	5.0911501428414	3.55898061788173e-07	6.68056772951123e-06	Wscd1	0.27	0.17	0.23	0.59	0.95	0.11	0.2	0.21	0.58	0.57
ENSMUSG00000020836	Coro6	47.7419082568125	4.28520772920066	0.606492666326942	7.06555572246711	1.59974474786895e-12	9.92216683854032e-11	Coro6	0.06	0.06	0.05	0.64	0.52	0.03	0.02	0.02	0.46	0.3
ENSMUSG00000020891	Alox8	10917.8061973733	-2.42388886949994	0.37022945196273	-6.54699094480454	5.87079217277991e-11	2.65573897776067e-09	Alox8	122.68	98.25	27.44	7.53	14.23	36.2	46.25	67.96	4.36	11.2
ENSMUSG00000020913	Krt24	201900.486485909	-1.9858924337674	0.209198211639118	-9.49287481096255	2.24748825553639e-21	3.56856185214068e-19	Krt24	918.74	1194.37	1013.57	591.57	256.47	1736.12	1471.99	1591.26	321.49	301.51
ENSMUSG00000021136	Smoc1	28.9058521608285	-1.81201950017755	0.67277547808862	-2.6933495039468	0.00707380727741526	0.0258751941449369	Smoc1	0.19	0.12	0.51	0.05	0.04	0.12	0.09	0.12	0.01	0.04
ENSMUSG00000021216	Tubal3	14.1465863718148	-2.61427523249189	0.922295066372104	-2.83453238319411	0.00458928064281659	0.0182045235650077	Tubal3	0.08	0.14	0.09	0.03	0.03	0.1	0.13	0.16	0.01	0.03
ENSMUSG00000021221	Dpf3	28.4253850468759	2.12748558779904	0.643521036745841	3.30600783240485	0.000946354423040285	0.00511443687169287	Dpf3	0.3	0.18	0.12	0.23	0.37	0.11	0.17	0.04	0.26	0.43
ENSMUSG00000021260	Hhipl1	395.825920038745	1.50876835161574	0.276521896273818	5.45623464885298	4.86337157503376e-08	1.14400909434646e-06	Hhipl1	0.94	1.14	2.97	1.21	1.08	0.42	0.48	0.4	0.96	0.91
ENSMUSG00000021303	Gng4	1070.32280048566	-1.66558042358364	0.404397641464353	-4.11866997431649	3.81065437633774e-05	0.000371884266671731	Gng4	6.3	8.84	3.53	2.99	2.24	6.06	3.84	5.89	1.45	1.15
ENSMUSG00000021313	Ryr2	41.8847278712931	2.75563892498966	0.651453737539956	4.22998405903021	2.33707872475369e-05	0.000242536836546661	Ryr2	0.05	0.09	0.03	0.16	0.25	0.01	0.02	0.02	0.13	0.14
ENSMUSG00000021319	Sfrp4	93.9966628186946	2.69525702291643	0.690105000575861	3.9055752684988	9.40014927727538e-05	0.000778995669230576	Sfrp4	0.35	0.14	1.95	1.09	0.75	0.03	0.24	0.13	0.69	0.9
ENSMUSG00000021388	Aspn	5492.20252485481	1.50679739455412	0.444324947586976	3.39120592426146	0.000695857958241324	0.00397583039257134	Aspn	12.47	13.92	19.28	38.18	37.35	6.29	21.38	12.84	27.5	33.52
ENSMUSG00000021416	Eci3	17.6772875249875	2.14595021044103	0.812624863031777	2.64076366361081	0.00827193999974527	0.0292070046785258	Eci3	0.13	0.07	0.19	0.1	0.29	0.09	0.07	0.05	0.14	0.36
ENSMUSG00000021453	Gadd45g	257.068181108214	1.98913983325001	0.234076770892397	8.49780961035389	1.93201651803566e-17	2.35973525179771e-15	Gadd45g	2.75	2.66	3.16	5.37	15.01	1.42	1.2	1.31	3.42	5.19
ENSMUSG00000021456	Fbp2	278.39985962163	2.30873222732683	0.318259139105632	7.25425272567128	4.03885388032951e-13	2.76417766861517e-11	Fbp2	0.93	1.67	1.85	3.27	4.47	0.61	1.04	0.93	2.64	4.23
ENSMUSG00000021469	Msx2	2758.72576366134	3.39256060739154	0.443972846032803	7.64136959660116	2.14923133076189e-14	1.79607868788618e-12	Msx2	4.55	3.12	5.17	15.71	28.87	1.19	3.16	2.65	11.79	30.62
ENSMUSG00000021536	Adcy2	128.936230751689	1.5642140619178	0.558556977020341	2.80045568540242	0.0051030513498526	0.0198156638133919	Adcy2	0.13	0.25	0.27	0.47	0.59	0.08	0.27	0.13	0.38	0.37
ENSMUSG00000021556	Golm1	796.708953327591	1.7866950803948	0.304039108672875	5.87653045094658	4.18954369707166e-09	1.29653898682601e-07	Golm1	2.7	2.06	3.83	4.54	6.4	0.79	2.12	1.19	3.29	4.49
ENSMUSG00000021572	Cep72	237.95275584233	1.58095870607968	0.312192895060829	5.06404447728265	4.10453819936179e-07	7.5869449976096e-06	Cep72	0.85	0.35	1.06	1.57	2.07	0.27	0.55	0.58	0.64	1.05
ENSMUSG00000021613	Hapln1	1013.95938751141	3.08568950413942	0.850938317387941	3.62621995165445	0.000287600407749942	0.00195903872769351	Hapln1	0.52	0.45	0.84	3.88	3.78	0.13	0.71	0.38	2.47	3.26
ENSMUSG00000021614	Vcan	6986.21735048082	1.58779450656272	0.420210537552126	3.7785689902309	0.000157732155984838	0.00118582915375344	Vcan	5.42	6.14	9.75	9.73	13.76	2.14	6.49	3.66	8.54	10.76
ENSMUSG00000021684	Pde8b	210.408292025296	-1.55914891098696	0.289696781090456	-5.38200288286988	7.36615849292744e-08	1.66609493661969e-06	Pde8b	1.26	1.15	1.13	1.06	0.45	1.29	1.74	1.44	0.26	0.54
ENSMUSG00000021732	Fgf10	355.687586485982	2.07594323502653	0.434249358587567	4.78053264552586	1.74831364885088e-06	2.63875704529034e-05	Fgf10	0.39	0.28	0.41	0.93	1.13	0.19	0.53	0.35	1.01	1.4
ENSMUSG00000021751	Acox2	56.1413164395101	-1.77451619788319	0.658855646601564	-2.6933307880661	0.00707420442015185	0.0258751941449369	Acox2	0.46	1.76	0.5	0.35	0.36	0.39	0.6	0.18	0.16	0.06
ENSMUSG00000021806	Nid2	1432.42319537733	2.04607346794095	0.293136705225923	6.97992926666764	2.95328715479320e-12	1.71766642651306e-10	Nid2	1.7	1.86	2.65	5.82	9.15	0.96	1.63	1.24	3.68	4.32
ENSMUSG00000021835	Bmp4	566.050880198102	1.86512423417808	0.349182335706456	5.34140488637435	9.22290033425228e-08	2.02809597226305e-06	Bmp4	2.61	3.77	2.6	9.79	9.88	2.22	2.9	3.76	6.56	7.69
ENSMUSG00000021852	Slc35f4	10.7363664530401	-3.5729401204603	1.27295018139223	-2.80681850137494	0.00500334233769491	0.0194952318129864	Slc35f4	0.05	0.04	0.09	0.02	0	0.05	0.06	0.08	0	0.01
ENSMUSG00000021974	Fgf9	106.636624321953	2.73607450362583	0.780939021699922	3.5035699684593	0.000459066037365034	0.00284173510381365	Fgf9	0.18	0.2	0.1	0.94	0.33	0.03	0.28	0.13	0.54	0.88
ENSMUSG00000021990	Spata13	1554.23085620465	1.69279440056025	0.293604241398286	5.76556521288094	8.13846244885593e-09	2.35807494092946e-07	Spata13	2.73	2.91	3.67	4.83	6.98	1.47	2.59	1.66	3.63	5.35
ENSMUSG00000022015	Tnfsf11	108.912076959817	1.921678000896	0.655645069178636	2.93097300846539	0.003379021393654	0.0143225044550022	Tnfsf11	0.89	0.53	4.3	0.75	0.59	0.07	0.35	0.27	0.69	0.65
ENSMUSG00000022032	Scara5	276.037062562328	1.87471710334134	0.507191211853594	3.69627284449576	0.000218787837891209	0.00157407288323369	Scara5	0.21	0.67	0.48	0.75	1.01	0.14	0.49	0.37	0.9	1.04
ENSMUSG00000022037	Clu	11320.303986406	-1.60763901863175	0.254606249186944	-6.31421665322654	2.7153332116282e-10	1.05413351428442e-08	Clu	97.34	106.57	95.42	29.89	28.28	153.78	92.99	99.74	28.6	29.11
ENSMUSG00000022094	Slc39a14	2602.03775239876	1.8754402415732	0.197369221111687	9.50219203890928	2.05517745599178e-21	3.29617248951894e-19	Slc39a14	7.06	7.86	16.11	15.2	17.88	3.99	4.93	3.77	9.89	13.33
ENSMUSG00000022103	Gfra2	49.1034355128139	1.73239453250205	0.550057683946629	3.14947792397377	0.0016356246565785	0.00796883961250488	Gfra2	0.12	0.14	0.21	0.17	0.17	0.06	0.1	0.08	0.21	0.21
ENSMUSG00000022122	Ednrb	388.113289597865	2.05693441770543	0.310593218684961	6.62259925189099	3.52936923335044e-11	1.68793146648007e-09	Ednrb	0.46	0.63	0.77	1.18	1.96	0.38	0.55	0.3	1.21	1.62
ENSMUSG00000022126	Irg1	48.3647410533679	-3.72260790043651	0.642233752403023	-5.79634422281258	6.77760804611297e-09	2.02283572474026e-07	Irg1	0.18	0.21	3.1	0.08	0	0.35	0.25	0.26	0.02	0.01
ENSMUSG00000022129	Dct	490.964731941794	-3.75774360358554	0.377038102983504	-9.96648236305694	2.13662395586018e-23	3.94480408966836e-21	Dct	1.33	1.34	9.7	0.27	0.29	3.88	6.22	2.93	0.23	0.17
ENSMUSG00000022150	Dab2	2550.54415560357	1.55933764685821	0.279038580052709	5.58825108185277	2.29367851871648e-08	5.86457770051211e-07	Dab2	6.28	6.38	9.56	9.75	13.64	3.2	5.08	4	8.32	12.73
ENSMUSG00000022156	Gzme	21.6449742123469	4.61133211149836	1.07606778979004	4.28535465446663	1.82447897779516e-05	0.000196533766685424	Gzme	0.12	0.13	1.02	0.9	0.27	0	0.06	0.01	0.53	0.5
ENSMUSG00000022180	Slc7a8	9083.7228217008	2.05583626599633	0.417046394119146	4.92951454559033	8.24341982497911e-07	1.39095664166863e-05	Slc7a8	17.46	12.67	21.68	37.08	75.1	15.82	8.61	4.68	28.27	35.13
ENSMUSG00000022220	Adcy4	224.081717921201	2.153194590333	0.378937263175975	5.68219280491576	1.32978625504074e-08	3.57870273856557e-07	Adcy4	0.31	0.56	0.57	1.83	1.34	0.22	0.49	0.28	1.6	0.79
ENSMUSG00000022229	Atp12a	1057.24935489241	-4.04498434915367	0.31511949339287	-12.8363507620605	1.02597772685678e-37	3.46605837170894e-35	Atp12a	3.3	5.72	3.38	0.09	0.56	4.98	4.38	2.89	0.13	0.28
ENSMUSG00000022243	Slc45a2	16.0401415072465	-7.13866122899323	1.66243355890768	-4.29410317828508	1.75400894886209e-05	0.000190102071228818	Slc45a2	0.01	0	0.34	0	0	0.07	0.12	0.07	0	0
ENSMUSG00000022262	Dnah5	10.6039453098941	-2.72339041646857	1.08682199914098	-2.50582930656643	0.0122164579796084	0.0396916144465363	Dnah5	0.01	0.02	0.01	0.01	0	0.01	0.01	0.01	0	0
ENSMUSG00000022296	Baalc	141.20335948459	2.32191620625931	0.619349555432205	3.74895918773848	0.00017756997631606	0.0013181187863237	Baalc	0.38	0.32	0.27	0.83	1.02	0.09	0.42	0.14	0.69	1.13
ENSMUSG00000022309	Angpt1	245.485108178896	2.09100050771837	0.513249825455409	4.07404036789104	4.62044673801867e-05	0.000435993915190714	Angpt1	0.48	0.3	0.29	1.15	1.2	0.13	0.41	0.19	0.89	0.72
ENSMUSG00000022332	Khdrbs3	117.830957509683	1.80879572826664	0.659840195290108	2.74126332584418	0.00612034356985773	0.0229791476004259	Khdrbs3	1.12	0.62	1.59	1.08	1.3	0.18	0.55	0.37	0.97	1.33
ENSMUSG00000022342	Kcnv1	79.772867824716	-2.56871298636909	0.455136507373721	-5.64382980655927	1.66308481168987e-08	4.40842414691348e-07	Kcnv1	0.37	0.48	0.26	0.03	0.05	0.2	0.38	0.34	0.03	0.04
ENSMUSG00000022367	Has2	332.568566930348	1.50893874303568	0.481543879683148	3.13354360152713	0.00172709257045587	0.0083326575003641	Has2	0.86	1.22	1.34	1.37	1.4	0.22	0.64	0.41	1.02	0.85
ENSMUSG00000022376	Adcy8	79.7029960905811	4.2459279149155	0.533134570914085	7.96408289118383	1.66453652904979e-15	1.61155554928369e-13	Adcy8	0.04	0.07	0.03	0.33	0.85	0.01	0.01	0.02	0.2	0.38
ENSMUSG00000022438	Parvb	442.422933223845	1.91175723107864	0.27018549977931	7.07572106067935	1.4867365020961e-12	9.31959610744358e-11	Parvb	0.74	0.89	3.48	2.02	2.83	0.4	0.62	0.62	1.34	2.4
ENSMUSG00000022456	Sept3	44.4670882743084	-1.74142389971941	0.697017189533194	-2.49839448132646	0.0124757277624159	0.0403687803977256	Sept3	0.46	0.18	0.3	0.05	0.07	0.16	0.15	0.13	0.01	0.07
ENSMUSG00000022464	Slc38a4	4022.81438886218	2.85233361461326	0.339479348903528	8.40208284782538	4.3862819371209e-17	5.0836047151537e-15	Slc38a4	8.02	6.3	7.88	15.57	24.24	2.15	3.78	2.38	10.47	24.22
ENSMUSG00000022483	Col2a1	190.639737741895	7.53414123680053	0.630319872385162	11.9528854584435	6.27094939653873e-33	1.71672645721107e-30	Col2a1	0.03	0.02	0.04	0.35	0.21	0.02	0.03	0.01	0.88	0.96
ENSMUSG00000022489	Pde1b	318.980079806443	-1.51853006226273	0.398993861672507	-3.80589830604746	0.000141290432084957	0.001082204283958	Pde1b	1.77	1.1	2.07	0.38	0.45	2.02	0.94	1.1	0.37	0.37
ENSMUSG00000022548	Apod	1768.4874742588	2.43364935692347	0.260562330681936	9.33998920931587	9.63439365685581e-21	1.47657358500477e-18	Apod	5.45	7.98	11.52	14.04	19.93	4.82	7.83	6.07	25.59	27.82
ENSMUSG00000022579	Gpihbp1	239.375749297199	2.25772426431803	0.310258807984634	7.27690626733101	3.41562399134083e-13	2.3682654032537e-11	Gpihbp1	1.76	1.22	1.73	7.13	7.35	1.32	1.37	1.68	5.73	5.4
ENSMUSG00000022623	Shank3	894.186382130444	1.89008083161061	0.289765145881596	6.52280254707701	6.90056805951068e-11	3.0520116893847e-09	Shank3	0.86	1.3	1.63	2.57	2.79	0.51	0.74	0.79	2.24	1.87
ENSMUSG00000022636	Alcam	1495.09846344592	2.39654679740188	0.465656482394936	5.14659816411468	2.6525268620881e-07	5.1613751858131e-06	Alcam	2.1	2.05	3.14	2.4	5.92	1.44	1.47	1.22	2.22	12.08
ENSMUSG00000022836	Mylk	1327.81572391708	1.62115720336665	0.496857186629695	3.26282329609311	0.0011030827546508	0.00578706671779514	Mylk	1.54	1.57	2.14	3.43	6.74	0.55	2.29	0.97	4.75	3.13
ENSMUSG00000022842	Ece2	69.1609986558848	2.62659690690086	0.627181193243176	4.18793952241877	2.81498500997572e-05	0.000284690012664933	Ece2	0.15	0.23	0.03	0.61	0.58	0.05	0.19	0.05	0.46	0.49
ENSMUSG00000022860	Chodl	77.3618475938127	3.02446519165123	0.439944651663643	6.87464930012053	6.21425450532082e-12	3.42603934150986e-10	Chodl	0.23	0.12	0.29	0.2	0.86	0.08	0.14	0.09	0.42	0.71
ENSMUSG00000022887	Masp1	2449.20972698763	2.03706461635996	0.243084115576535	8.38008115638716	5.2891221100092e-17	6.04177560163497e-15	Masp1	2.5	4.54	4.27	10.97	13.26	2.23	3.36	2.72	7.58	11.03
ENSMUSG00000022931	Krtap15	39.4123591232685	9.10779060965371	1.3389846482089	6.80201272048696	1.03167486508135e-11	5.51546582752916e-10	Krtap15	0	0	0	2.89	11.48	0	0	0	1.15	1.04
ENSMUSG00000023008	Fmnl3	1724.6072734999	1.50044350561276	0.328886318432559	4.56219496379094	5.06216073744866e-06	6.68137890184621e-05	Fmnl3	2.96	3.84	5.99	5.78	8.08	1.53	3.11	1.99	4.86	5.54
ENSMUSG00000023032	Slc4a8	72.925644775323	1.89439382634499	0.491051424889632	3.85783184881456	0.00011439730293416	0.000910354236050978	Slc4a8	0.23	0.16	0.35	0.23	0.68	0.08	0.06	0.22	0.19	0.24
ENSMUSG00000023176	Cpn2	312.638490373069	5.16902099422168	0.434489264957088	11.8967749289092	1.23009647479982e-32	3.2552453044786e-30	Cpn2	0.08	0.09	0.07	1.18	2.78	0.02	0.07	0.04	0.94	1.57
ENSMUSG00000023279	Bmp15	37.9260750838544	2.50040910698768	0.898093597631209	2.78412975393957	0.00536715584057739	0.0206443072763294	Bmp15	0.06	0.05	0.09	0.18	0.22	0.01	0.08	0.03	0.17	0.21
ENSMUSG00000023328	Ache	540.464314377461	2.02899738434214	0.40182071312857	5.04950919166012	4.42946625654868e-07	8.09333316702876e-06	Ache	1.56	1.18	2.54	2.19	5.3	1.14	0.71	1.14	1.58	4.77
